,text,name,year,x,y,labels,kw,score
3459, academy platform always available access presents learning plans customised person role open training offer guided courses specialised skills professions learning map,tim,2017,10.186027,1.8036469,900,hours training training,1.911588607544691e-06
3460,process developed mode involved managers proposing targeted differentiated programmes based complexity roles managed sessions coaching courses training video talks labs strategic topics coaching courses launched support managerial roles include feedback individual interviews coach programme launched people held exchanges role mentor peer mentor reverse mentor library managers access various libraries make full use videos s materials international speakers business finance technology leadership topics,tim,2017,10.01897,1.7516471,900,hours training training,1.911588607544691e-06
3461,around use training content libraries,tim,2017,10.219445,1.6500602,900,hours training training,1.911588607544691e-06
3462,field management training training managerial roles integrated access network assurance delivery field force open access professional retraining various retraining courses launched professional roles operating adjoining responsibility within business entire faculty academy established line faculty aim enhancing contribution people carry training activities within company departments,tim,2017,10.024881,1.7745526,900,hours training training,1.911588607544691e-06
3463,project skills sets initial core employees training paths guidelines innovative tools methods role high quality standards within ecosystem recurring training,tim,2017,9.998301,1.7556555,900,hours training training,1.911588607544691e-06
3464,digital skills development order seize opportunities offered digitisation work company developed course target population opened groups employees,tim,2017,10.066332,2.0814261,900,hours training training,1.911588607544691e-06
3465,personalised english course thanks language training skills model aim programme launched march managers professionals promote new skills model improve understanding guide behaviour see development section programme developed within longevity project tool effectiveness ability manage many suli subjected daily basis private development training plans courses available working company boost following performance training plan around colleagues plans involved programme aimed building soft skills specialist knowhow support relevant managerial development,tim,2017,10.1367445,1.7392964,900,hours training training,1.911588607544691e-06
3466,job management approach job takes care professional retraining process,tim,2017,10.029196,1.836962,900,hours training training,1.911588607544691e-06
3467,retraining process consists two programmes crossover training digital skills common professional profiles specialist training designed according specific requirements new professional role,tim,2017,10.104444,1.8279264,900,hours training training,1.911588607544691e-06
3468,latter already keeping skills group,tim,2017,9.73037,1.9838243,900,hours training training,1.911588607544691e-06
3469,start development courses includes consumer corporate solutions training themes incorporates activities relevant area well range courses based experience sector operate updating product offer launches recycling development,tim,2017,10.168287,1.9257686,900,hours training training,1.911588607544691e-06
3470,training plans directly connected strategy,tim,2017,10.218981,1.5810744,900,hours training training,1.911588607544691e-06
3471, topic developed training internal multipliers employees act ambassadors ,tim,2017,10.128361,1.5452168,900,hours training training,1.911588607544691e-06
3472,training courses therefore worth cost deliver,tim,2017,10.442407,1.3207462,900,hours training training,1.911588607544691e-06
3473,moreover around training started degree managed date,tim,2017,10.373525,1.3386812,900,hours training training,1.911588607544691e-06
3474,training activities delivered company employees particular operational technical affected application new technologies involved new operating ,tim,2017,10.0994,1.4563125,900,hours training training,1.911588607544691e-06
3475,focus charts presented type training referring spa,tim,2017,10.267785,1.2937367,900,hours training training,1.911588607544691e-06
3476,resources motivate people capable adapting manage assessment potential managerial serves identification change telecommunications sector enhancement managerial pool current future continual updating skills company assessment,tim,2017,9.632081,2.0409265,900,hours training training,1.911588607544691e-06
3477,summary academy offers programmes courses classroom settings promotes sharing issues development strategy skills knowhow skills communities workshops seminars enhancement think tanks qualified national international teachers skills designs delivers new digital learning formats development digital skills entire company italy carried course human rights whole company population available evolution managerial profile end platform academy individual development plans whole sent additional invitations participate voluntary brazil ,tim,2017,10.200091,1.7451009,900,hours training training,1.911588607544691e-06
3478,people involved december two courses training across digital skills common specialist training designed specific needs role,tim,2017,10.190756,1.8383944,900,hours training training,1.911588607544691e-06
3479,represents percentage employees participating learn group training programme,generali,2019,10.295239,1.2651428,900,hours training training,1.911588607544691e-06
3480, role training centre suort strategy,generali,2019,9.933225,1.6943285,900,hours training training,1.911588607544691e-06
3481, language want write documents language language level understands,generali,2019,10.296249,1.986271,900,hours training training,1.911588607544691e-06
3482, strategy specific training programme affect employees two years perform activities effective tools relying information evolved analysis systems,generali,2019,9.884924,1.779459,900,hours training training,1.911588607544691e-06
3483,objective train format provided classroom platform,generali,2019,10.279674,1.8316225,900,hours training training,1.911588607544691e-06
3484,one hand helps identify roles skills widely exposed helps establish initiatives fill personnel training gap consistently strategy,generali,2019,9.78985,1.9740632,900,hours training training,1.911588607544691e-06
3485,breaks foundation new skills evolving roles new role schools interactive group digital platform enable develop new business technical technological skills,generali,2019,10.13728,2.1229055,900,hours training training,1.911588607544691e-06
3486, employees taking consideration overall training available groups employees involved training programme,generali,2019,10.264684,1.3509887,900,hours training training,1.911588607544691e-06
3487,training investment totalled million million training hours supplied,generali,2019,10.51022,1.3104751,900,hours training training,1.911588607544691e-06
3488,possibility fail new skills competences execution group strategy,generali,2019,9.763921,1.99101,900,hours training training,1.911588607544691e-06
3489, information code conduct communication channels managing reported concerns committing rendering training system managed effective,generali,2019,10.1615925,1.3955224,900,hours training training,1.911588607544691e-06
3490,continue work creating awareness training code,generali,2019,10.1416445,1.3766154,900,hours training training,1.911588607544691e-06
3491,inhouse inhouse training active trainers training provided inhouse,eni,2017,10.20559,1.5711777,900,hours training training,1.911588607544691e-06
3492,skill addition training initiatives content,eni,2017,10.159577,1.717495,900,hours training training,1.911588607544691e-06
3493,international wideranging training confirms focus terms technical behavioural development core business skills,eni,2017,9.773693,1.923516,900,hours training training,1.911588607544691e-06
3494, workshop number course participants country interactive workshops job trainings workshops site austria trainings site italy mexico nigeria russia tunisia united kingdom countries workshops country which index international cooperation results objectives distribution gas gas sold local markets billion,eni,2017,10.035829,1.674502,900,hours training training,1.911588607544691e-06
3495,collaboration training launch particular states course oil engineering,eni,2017,5.9207006,4.399577,900,hours training training,1.911588607544691e-06
3496,time perfect skills acquired training green river project launched never regretted,eni,2017,10.382356,1.4338672,900,hours training training,1.911588607544691e-06
3497,iraq commitment education iraq since encourages individuals face interpersonal relationships unite achieve common secretary general united results beneficiaries sport education south iraq accordance life skill training basketball special edition education strategy agreed pilot project launched school top management level colleagues infant school workers,eni,2017,10.4870405,1.8491379,900,hours training training,1.911588607544691e-06
3498,project programme allowed talk skills training concepts like leadership team work next confirmation,eni,2017,10.177514,1.7863277,900,hours training training,1.911588607544691e-06
3499, number employees trained supply chain,eni,2017,10.14818,1.4837446,900,hours training training,1.911588607544691e-06
3500, confirms digital skills people water resources reaching reinforces commitment company,enel,2017,4.2901316,4.8159604,900,hours training training,1.911588607544691e-06
3501,result strategy steps acceleration strengthening roles skills creation ,enel,2017,9.781132,1.9785545,900,hours training training,1.911588607544691e-06
3502,process conditions relating supply chain relationship customers training also ,enel,2017,10.124098,1.518831,900,hours training training,1.911588607544691e-06
3503,planned involve entire hours training decrease compared pre population,enel,2017,10.480717,1.1869013,900,hours training training,1.911588607544691e-06
3504, company apcrotivuticeto training courses courses ities promote preparation heth hethy lifestyles hethy living contions publication promote hethy commitment resettlement recovery sarrollo rur so involves strengthening administer support community associ community ,enel,2017,10.003185,1.743555,900,hours training training,1.911588607544691e-06
3505,three priorities knowing colleagues procedures training path boarding,enel,2017,9.917848,1.7465079,900,hours training training,1.911588607544691e-06
3506,information initially made available human resources subsequently profiles made commitment training path aims provide new experience accessing available training courses,enel,2017,10.1564865,1.6665871,900,hours training training,1.911588607544691e-06
3507, course assigned possible know advance else public profile get know better consult training materials ask people participated kind course past,enel,2017,10.200138,1.5788896,900,hours training training,1.911588607544691e-06
3508,training hasbeen delivered immediate digital feedback requested course possible value created course long term result new skills acquired,enel,2017,10.174815,1.729965,900,hours training training,1.911588607544691e-06
3509,background recruitment process focused search specialists working one assess people work digital skills assist combining direct experience company strategy group transformation pro company business power model,enel,2017,9.975874,1.9712346,900,hours training training,1.911588607544691e-06
3510, group delivered training part managerial positions,enel,2017,10.254255,1.4151953,900,hours training training,1.911588607544691e-06
3511,aim million hours training training approach,enel,2017,10.49486,1.3071293,900,hours training training,1.911588607544691e-06
3512,initiatives reflect core aimed enhanc actions need importance technical train support skills,enel,2017,10.089059,1.6278213,900,hours training training,1.911588607544691e-06
3513,courses three areas enhance increase develop different levels study specialist skills chosen according target group,enel,2017,10.128153,1.7302715,900,hours training training,1.911588607544691e-06
3514,academy con hand fixed modules developed three course attended ogue prepared detailed action within company various heth response anyzed,enel,2017,10.012168,1.7199215,900,hours training training,1.911588607544691e-06
3515,ad acs set glob so periocly presence manageri commitment classroom training order promote exchange versity training meetings knowledge encourage relevant job new colleagues fferententhusiasmemployee welcome kit trip age groups,enel,2017,10.049999,1.6929194,900,hours training training,1.911588607544691e-06
3516, ageless book acts diary whole held training sessions attended ,enel,2017,10.270894,1.4371054,900,hours training training,1.911588607544691e-06
3517,examples see also chapter getting know ,enel,2017,8.41095,2.896354,900,hours training training,1.911588607544691e-06
3518,three projects soft skills support facilitate,enel,2017,9.794379,1.9734772,900,hours training training,1.911588607544691e-06
3519, data lake specific training following blocked every day yearly aspires ties launched,enel,2017,10.331243,1.343245,900,hours training training,1.911588607544691e-06
3520, order improve aimed people working related skills,enel,2017,9.65337,2.2383223,900,hours training training,1.911588607544691e-06
3521, information regard training received training addition information instruction training information aim increasing specific contractor employees edge skills throughout group,enel,2017,10.16985,1.4752822,900,hours training training,1.911588607544691e-06
3522,training initiatives meetings increase recovery percentage waste suppliers expectations terms produced,enel,2017,4.247035,5.366539,900,hours training training,1.911588607544691e-06
3523,training initiatives meetings increase recovery percentage waste suppliers expectations terms produced,enel,2017,4.2729273,5.358386,900,hours training training,1.911588607544691e-06
3524,end publica articles coopera agreement main business provide training ability issues,enel,2017,10.144571,1.5120265,900,hours training training,1.911588607544691e-06
3525, companies training hours information,enel,2017,10.420532,1.0785973,900,hours training training,1.911588607544691e-06
3526,represents percentage employees completed training accordance groups programme learn,generali,2021,10.262285,1.276931,900,hours training training,1.911588607544691e-06
3527, aim write documents clear transparent understandale way level understood population,generali,2021,8.079999,0.7717894,900,hours training training,1.911588607544691e-06
3528,possibility fail acquisition new skills execution group strategy,generali,2021,9.793507,1.9785734,900,hours training training,1.911588607544691e-06
3529, employees roles needing skills replaced turn new index measures training effort offered employees group,generali,2021,10.250784,1.3106425,900,hours training training,1.911588607544691e-06
3530,methodology defined spread throughout group order identify advance roles skills future evolve,generali,2021,9.725203,2.0091398,900,hours training training,1.911588607544691e-06
3531, helps identify roles skills widely exposed change one helps establish initiatives bridge gap consistently strategy,generali,2021,9.738069,2.0619907,900,hours training training,1.911588607544691e-06
3532,november launched group program called learn aim equipping employees new business digital skills needed keep growing digital era succeed future market context support groups strategic priorities,generali,2021,10.034165,2.0439477,900,hours training training,1.911588607544691e-06
3533, learn program aims employees end made following three training pillars foundation courses basic training pills employees create awareness key strategic topics eg,generali,2021,10.101577,1.6376255,900,hours training training,1.911588607544691e-06
3534,digital acumen course enhances mindset improves awareness digital technologies affects business ways working new skills evolving roles digital classroom courses aimed spreading new skills relevant employees current role face challenges new role schools mini masters dedicated specific group roles support strategic objectives creation new professions eg,generali,2021,10.128153,2.0718555,900,hours training training,1.911588607544691e-06
3535,also leverage network internal experts involved provide content develop learning objects eg,generali,2021,10.044612,1.7258903,900,hours training training,1.911588607544691e-06
3536,learn spread across countries business units support participation engagement training activation initiatives learning sessions,generali,2021,10.231255,1.7868054,900,hours training training,1.911588607544691e-06
3537,ensure common learning experience throughout group new learn platform designed less six months adopting successfully realised countries,generali,2021,10.28333,1.8741158,900,hours training training,1.911588607544691e-06
3538,learn platform key meet groups ambition also strategic asset opened address training needs,generali,2021,9.932555,2.069065,900,hours training training,1.911588607544691e-06
3539,group academy business units training effort learn increased scope employees involved course,generali,2021,10.210785,1.6957597,900,hours training training,1.911588607544691e-06
3540,taking consideration overall training available groups employees involved least one ,generali,2021,10.283506,1.4004718,900,hours training training,1.911588607544691e-06
3541,million training hours provided,generali,2021,10.532525,1.2966115,900,hours training training,1.911588607544691e-06
3542,average training hours per capita training investment digital innovation constraints imposed pandemic led deep transformation groups training activities,generali,2021,10.269086,1.781892,900,hours training training,1.911588607544691e-06
3543,training focused digital transformation skills particular presence courses substituted modules flexible leaner due characteristics communication,generali,2021,10.151275,2.0259726,900,hours training training,1.911588607544691e-06
3544,changes led increase number employees parallel reduction training hours investment,generali,2021,10.5284195,1.1460371,900,hours training training,1.911588607544691e-06
3545,committing rendering training system increasingly effective,generali,2021,10.142811,1.4403397,900,hours training training,1.911588607544691e-06
3546,employees completed continue work activities creating awareness training course code conduct different themes code,generali,2021,10.128938,1.3847624,900,hours training training,1.911588607544691e-06
3547,represents percentage employees completed training accordance groups programme learn,generali,2020,10.306534,1.2619518,900,hours training training,1.911588607544691e-06
3548, aim write documents clear transparent understandale way level understood population,generali,2020,8.044105,0.7566098,900,hours training training,1.911588607544691e-06
3549,possibility fail acquisition new skills execution group strategy,generali,2020,9.782713,1.9938651,900,hours training training,1.911588607544691e-06
3550, employees roles needing skills replaced turn new index measures training effort offered employees group,generali,2020,10.293629,1.3294878,900,hours training training,1.911588607544691e-06
3551,methodology defined spread throughout group order identify advance roles skills future evolve,generali,2020,9.687677,2.0140786,900,hours training training,1.911588607544691e-06
3552, helps identify roles skills widely exposed change one helps establish initiatives bridge gap consistently strategy,generali,2020,9.755778,2.0719278,900,hours training training,1.911588607544691e-06
3553,november launched group program called learn aim equipping employees new business digital skills needed keep growing digital era succeed future market context support groups strategic priorities,generali,2020,9.984422,2.0518308,900,hours training training,1.911588607544691e-06
3554, learn program aims employees end made following three training pillars foundation courses basic training pills employees create awareness key strategic topics eg,generali,2020,10.101111,1.6517862,900,hours training training,1.911588607544691e-06
3555,digital acumen course enhances mindset improves awareness digital technologies affects business ways working new skills evolving roles digital classroom courses aimed spreading new skills relevant employees current role face challenges new role schools mini masters dedicated specific group roles support strategic objectives creation new professions eg,generali,2020,10.205072,2.0482419,900,hours training training,1.911588607544691e-06
3556,learn spread across countries business units support participation engagement training activation initiatives learning sessions,generali,2020,10.21465,1.8276322,900,hours training training,1.911588607544691e-06
3557,ensure common learning experience throughout group new learn platform designed less six months adopting successfully realised countries,generali,2020,10.215311,1.8301657,900,hours training training,1.911588607544691e-06
3558,learn platform key meet groups ambition also strategic asset opened address training needs,generali,2020,9.98127,2.046295,900,hours training training,1.911588607544691e-06
3559,group academy business units training effort learn increased scope employees involved course,generali,2020,10.172732,1.676898,900,hours training training,1.911588607544691e-06
3560,taking consideration overall training available groups employees involved least one ,generali,2020,10.281033,1.4294989,900,hours training training,1.911588607544691e-06
3561,million training hours provided,generali,2020,10.519259,1.2705361,900,hours training training,1.911588607544691e-06
3562,average training hours per capita training investment digital innovation constraints imposed pandemic led deep transformation groups training activities,generali,2020,10.257858,1.7592874,900,hours training training,1.911588607544691e-06
3563,training focused digital transformation skills particular presence courses substituted modules flexible leaner due characteristics communication,generali,2020,10.188229,1.9983552,900,hours training training,1.911588607544691e-06
3564,changes led increase number employees parallel reduction training hours investment,generali,2020,10.499017,1.156685,900,hours training training,1.911588607544691e-06
3565,program delivered edition partnership london business school,generali,2020,10.218594,1.8600423,900,hours training training,1.911588607544691e-06
3566,committing rendering training system increasingly effective,generali,2020,10.172861,1.407848,900,hours training training,1.911588607544691e-06
3567,employees completed continue work activities creating awareness training course code conduct different themes code,generali,2020,10.138888,1.3827095,900,hours training training,1.911588607544691e-06
3568,regards distributors given investments made speed processes relating recruitment training sales force,generali,2020,10.100022,1.6534994,900,hours training training,1.911588607544691e-06
3569,functions staff access external data required appropriately carry duties adequate terms professional skills level training also inclusion ongoing training programmes,unipolsai,2017,10.017277,1.7500362,900,hours training training,1.911588607544691e-06
3570,added training education activity provided wellbeing workplace,unipolsai,2017,10.265851,1.469488,900,hours training training,1.911588607544691e-06
3571,addition module update prepared made available employees,unipolsai,2017,9.955838,1.5202049,900,hours training training,1.911588607544691e-06
3572, training provided group employees participation group agents partners participation,unipolsai,2017,10.306736,1.543374,900,hours training training,1.911588607544691e-06
3573,total hours training training activities dedicated group companies involved source group joint human employees classroom education ,unipolsai,2017,10.358709,1.233631,900,hours training training,1.911588607544691e-06
3574, courses created provided group employees,unipolsai,2017,10.286717,1.4274939,900,hours training training,1.911588607544691e-06
3575,employee training activities covered management regulatory topics,unipolsai,2017,10.162352,1.3370278,900,hours training training,1.911588607544691e-06
3576,year courses held update technical knowledge skills including hours training provided meet obligations regulation,unipolsai,2017,10.375962,1.4323125,900,hours training training,1.911588607544691e-06
3577,main training projects included masters program employee management development dedicated developing skills roughly department heads various group companies,unipolsai,2017,10.056846,1.7549063,900,hours training training,1.911588607544691e-06
3578,launched masters advanced modes course managers joining already participated risk management course develops skills new specialised role named tutor included sales organisation support commercial development insurance business agencies operating sector,unipolsai,2017,10.042415,1.652033,900,hours training training,1.911588607544691e-06
3579,development digital skills course development innovative skills consolidated participation internal resources external specialists,unipolsai,2017,10.122978,1.9625878,900,hours training training,1.911588607544691e-06
3580, adopted new learning modes activities oriented towards smart training office training digital library well events,unipolsai,2017,10.31405,1.4705249,900,hours training training,1.911588607544691e-06
3581,intervention broken three levels classroom courses hour modules employees date roughly participants courses three modules vehicle physics mental approach driving workers course courses workers exposed road risk travel per year,unipolsai,2017,10.368758,1.3143201,900,hours training training,1.911588607544691e-06
3582,workers exposed took part specific course,unipolsai,2017,10.2691765,1.3749908,900,hours training training,1.911588607544691e-06
3583,addition also active continuous education involve employees line deadlines laid regulations,unipolsai,2017,10.263616,1.1883422,900,hours training training,1.911588607544691e-06
3584,company provides agents detailed training plans technical support methodologies well projects agency activities,unipolsai,2017,10.0128765,1.9250184,900,hours training training,1.911588607544691e-06
3585,direct investment excess training provided including dedicated training courses developed participation agents partners secondarynetwor equal total average hours training per participant,unipolsai,2017,10.489325,1.2596874,900,hours training training,1.911588607544691e-06
3586,traditional methods used addition digital learning format,unipolsai,2017,10.233808,1.9134207,900,hours training training,1.911588607544691e-06
3587,programme involves areas professional evolution top performer intended based professional level increase advisory expertise consolidate relationship trust family customer agency innovation manager advanced course began dedicated development innovative business model,unipolsai,2017,10.088039,1.9189368,900,hours training training,1.911588607544691e-06
3588,another stimulus continuous training focused strategic company projects training days million period,intesa,2017,10.457368,1.3609776,900,hours training training,1.911588607544691e-06
3589,billion euro investment training million hours,intesa,2017,10.52353,1.3329113,900,hours training training,1.911588607544691e-06
3590,delivery training modules groups guidelines,intesa,2017,10.201076,1.4515408,900,hours training training,1.911588607544691e-06
3591, also subsequently engaged continuous indepth education training detailed paragraph regard,intesa,2017,10.173111,1.6176299,900,hours training training,1.911588607544691e-06
3592,lastly constant attention paid training initiatives dissemination compliance culture,intesa,2017,9.948979,1.207501,900,hours training training,1.911588607544691e-06
3593, legislative decree distance training course initiated group level end,intesa,2017,10.240692,1.2817411,900,hours training training,1.911588607544691e-06
3594,training session attended members boards surveillance bodies group companies together members committee surveillance body ,intesa,2017,10.234727,1.4157808,900,hours training training,1.911588607544691e-06
3595,action senior vocational training organisations operating public private sectors order full potential supporting development younger generations financial capable deserving individuals,intesa,2017,10.125096,1.8107201,900,hours training training,1.911588607544691e-06
3596,project divided four activity consumer associations middle managers development training plan targeted initiatives training information local structures associations meetings with group top management middle junior managers associations combine proposals main operating areas,intesa,2017,10.08754,1.8218051,900,hours training training,1.911588607544691e-06
3597,commitments recent years project financial education training regional managers consumer associations came running six training days involving associations belonging consumers users average participation two representatives per association,intesa,2017,10.446774,2.0968945,900,hours training training,1.911588607544691e-06
3598,time guarantees terms professional growth development access training courses role assignment initiatives,intesa,2017,10.009461,1.7903385,900,hours training training,1.911588607544691e-06
3599,another way professional development job posting system enables employees apply various group companies applications made,intesa,2017,9.862338,2.0836337,900,hours training training,1.911588607544691e-06
3600,air development possible constantly dialogue company regard personal experiences aspirations motivations embark development path aimed expanding strengthening expertise improving confront change take advantage new professional opportunities old new roles aid development managerial skills future managers already positions responsibility,intesa,2017,9.921213,1.9457922,900,hours training training,1.911588607544691e-06
3601,two sections employees express professional id card enrich professional profile mapping specialist role area inserting information experiences skills deem also acquired different companies outside workplace want apply freely express desire embark development path new professional opportunities group,intesa,2017,9.999004,1.9315145,900,hours training training,1.911588607544691e-06
3602,personnel assigned roles basis level complexity managed given contract assigned growth path training activities play key role,intesa,2017,9.994149,1.80608,900,hours training training,1.911588607544691e-06
3603,training offer based key skills prioritises digital channels quick simple engagement methods supporting learning development approaches particularly regard acquisition new knowledge skills context major transformations taking place terms service model roles group,intesa,2017,10.131485,1.9469863,900,hours training training,1.911588607544691e-06
3604,focus digital training confirmed creation new digital training platform wide array content different formats different ways,intesa,2017,10.21159,1.9007615,900,hours training training,1.911588607544691e-06
3605, personalised development sessions tailored necessary providing external coaching digital trainer classrooms increasingly cross digital feel,intesa,2017,10.239475,2.05975,900,hours training training,1.911588607544691e-06
3606,school managers organised similar way portal digital component takes form used provide management also updates topics like organisational agility digital banking innovation risk culture corporate social responsibility,intesa,2017,10.14834,2.0514538,900,hours training training,1.911588607544691e-06
3607,big data academy advanced training course designed provide specialists training area big data continued,intesa,2017,9.378761,3.163294,900,hours training training,1.911588607544691e-06
3608,training initiatives almost participants training hours provided,intesa,2017,10.373826,1.2702857,900,hours training training,1.911588607544691e-06
3609,flexible smart learning training also began enabling branch managers coordinators managers corporate areas employees enabled dedicate exclusive time professional working hours also home support shared branch tablets tablets distributed days training provided working hours,intesa,2017,10.352023,1.3824196,900,hours training training,1.911588607544691e-06
3610,project covers hours established law high schools hours technical professional schools,intesa,2017,10.507193,1.442557,900,hours training training,1.911588607544691e-06
3611,meanwhile relations schools managed staff personnel departments regional governance centres act company tutors,intesa,2017,10.241101,1.6651769,900,hours training training,1.911588607544691e-06
3612,make brand reached proposing company business supported internal tutors managers,intesa,2017,10.241763,2.0514715,900,hours training training,1.911588607544691e-06
3613,four training courses held involving employees total hours provided,intesa,2017,10.406175,1.2458497,900,hours training training,1.911588607544691e-06
3614,programme dedicated training activities carried june october,intesa,2017,10.28548,1.5122904,900,hours training training,1.911588607544691e-06
3615,prntag mploy spiially traind polii produr m iidrd iastra tiv palr onnnt r l r kor larothrthr disiplinary masur iy onntd pisod orruption,unipolsai,2020,7.8588333,7.35909,224,activitis targts rsults,1.4223163015734244e-06
3616,initiativs ara includ us appropriat satllit data srvic mapping flood idntify floodd aras vnt taks plac rsult potntial damags causd dvlopmnt uropan xtrm vnts climat indx first indx urop monitoring impact xtrm wathr vnts cration advancd lorntz wathr data collction tool allows sttlmnt structurs optimis thmanagmnt claims causd wathr vnts highlighting location intnsity prpitation thatgnratd,unipolsai,2020,7.664632,7.037763,224,activitis targts rsults,1.4223163015734244e-06
3617, virtuay representatives proprietary ntres aotare aeddjuicsate servis medica booking coection too experts dangerous driving styentres precise ocaisation ega caims aertsservis intensity handeprecipitationexperien improvement measures reputation among custome number caims represents number caimsreported compaints every poicies uniposai sustainabiity event caimsthe occurren caim moment custome put faith insuran company test uniposai constantyinvests supporting rapid satisfactory resoution damage caused,unipolsai,2020,7.744944,7.216755,224,activitis targts rsults,1.4223163015734244e-06
3618,inancial scuritis collctiv invstmnts undrtaking xcludd invstmnt monitoring worst bst sustainability rportth sg rating assignd countris charactrisd goal guaranting invstors portolio composd oinancial instrumnts issud govrnmnts rspct main intrnational nvironmntal social govrnanc signiicant problms aras,unipolsai,2020,7.6934714,7.174056,224,activitis targts rsults,1.4223163015734244e-06
3619, ntis includd nw mploys onpmannt contacts fixdtm contacts otho sasonal wok wll ntis diving fomchangs f nc scop,unipolsai,2020,7.800706,7.278426,224,activitis targts rsults,1.4223163015734244e-06
3620,following initiativs implmntd proprty byond insuranc ara building rnovation srvics promotd acquisition tax crdit insuranc covrag building subjct works work xcution phas utility supply srvics around agns authorisd sll lctrity gas supply contracts support agricultural sctor lif ptation agricultur projct improv climat rsilinc bgun idntification xtrm climat vnts contribution dvlopmnt uropan xtrm vnts climat indx ,unipolsai,2021,7.8267183,7.130253,224,activitis targts rsults,1.4223163015734244e-06
3621,responsible behaviour dneev o orret responsible orporatepubli pereption behavioursetor sharing ommon orporate ultureompany,unipolsai,2021,7.8121195,7.318654,224,activitis targts rsults,1.4223163015734244e-06
3622,sam projct dsignd improv pring procss using wathr variabls proprty charactristics dangr lvl spfic ara sustainability rport mtropolis projct dvlopd collaboration rinsuranc dpartmnt basd machin larning provid stimat svrity frquncy vnts basd wathr radar data havy rainfall charactristics proprtis following wathr vnt dvlopmnt uropan xtrm vnts climat indx first indx urop monitoring managingth impact xtrm wathr vnts important application support pring dvlopmnt paramtrinsuranc launch partnrship gos intrnational ladr fild arth obsrvation gospatial informationaimd studying advancd tchniqus primtr floodd aras using satllit data simulations,unipolsai,2021,7.681416,7.1485286,224,activitis targts rsults,1.4223163015734244e-06
3623,s ngy uchas location basds ngy uchas makt basd s s total s total maabl du vaiations mloy mobility tavl s custom mobility ls cutnoinoicl dnvtical s oatinvstmnts s homwokingmloys mission intnsity add tscho ty timonis bsaiosnsd cludd s uniolsai assicuazioni sustainability otgi indications dscition chang nots,unipolsai,2021,7.671071,7.175436,224,activitis targts rsults,1.4223163015734244e-06
3624,ode poceed analysis economic sectos food beveae sevice activities insuance potfolio view demonstatin awaeness wholesale etail tade epai moto vehicles motobikes cuent economic exposue concentation sectos climate chane vayin deees codescoespondin codes identifiable economic owin cops poduction animal poducts huntin elated contibutin climate chane mitiation adaptation usin pecise code much spots entetainment leisue activities level,unipolsai,2021,7.7303395,6.9549446,224,activitis targts rsults,1.4223163015734244e-06
3625,particular rsponsibl social rsponsibility supporting making proposals corporat bodis nvironmntal rsponsibility stratgis lin corporat stratgis top managmnt dfining sustainability policis updating cod thics monitoring application support audit officr prparing consolidatd statmnt ovrsing dialogu financial community sustainabl invstors prcis information nvironmnt social govrnanc issus working structurs ncourag social nvironmntal aspcts contacts andbusinss dvlopmnt rsourc managmntdlgats ovrsing promoting actions combating climat chang handling multichannl communications training initiativsth govrnanc systm also basd strong involvmnt risks committ hasbn stablishd within board dirctors also provid spcific support board rlation mattrs,intesa,2018,7.789156,7.1659794,224,activitis targts rsults,1.4223163015734244e-06
3626,study thm intrdpndnc production chain rol tchnology promoting sustainabl production mo ss circular conomy rfrnc mo mar annual rport maritim ricrch mzzogiorno prsntd national intrnational staghaving bcom rfrnc point mattr institutions sctor profssionals trad associationsinfrastructur acadmic world,intesa,2018,7.6706715,7.0203133,224,activitis targts rsults,1.4223163015734244e-06
3627,rport part mar rsarch projct managd ricrch pr mzzogiorno ky topics includth sustainabity port invstmnts rducing missions producd ships us nvironmntallyfrindly fuls rducing road transport favour shipping,intesa,2018,7.6454077,7.147661,224,activitis targts rsults,1.4223163015734244e-06
3628,two indpth analyss on liqufid natural gas dvlopmnt shipping corridors fuls larg vssls ricrch pr mzzogiorno launchd two major rsarch projcts firstly thcration nw mditrranan nrgy obsrvatory partnrship nrgy dpartmnt thturin polytchnic scondly monographic rsarch issus connctd nvironmnt andsustainabity ovrviw companis southrn italy,intesa,2018,7.5861835,7.0878386,224,activitis targts rsults,1.4223163015734244e-06
3629,sharholdrs cash dividnds ratio socity housholds nw mdium loans disbursd ral conomy totalling around billion nw invstmnts multichannl platform aimd customrs digital rang srvics activitis digitisd billion uro invstmnts digital transformation rinforcmnt nw fund fund sharholdrs quity stimatd valu million uro disbursmnt crdit social billion uro groups find accss crdit dspit potntial univrsity studnts rsarchrs businsss thus making first impact lading rol availabl xtnsion pr shltr ndy initiativ withth provision funds nsur mals bds mdicins itms pr monthnw mdium loans support socialntrpriss totalling approximatly billion urothus confirming position largst thirdsctor lndr italycration unit ddicatd managmnt cultural historical hritag promot cultur italy abroad,intesa,2018,7.823559,7.178381,224,activitis targts rsults,1.4223163015734244e-06
3630,nw partnrships also stablishd association guarant mals vulnrabl popl assistd maria offr mals yar city angls min guarant mals homlss popl,intesa,2019,7.9203773,7.2627993,224,activitis targts rsults,1.4223163015734244e-06
3631,nw partnrships also association guarant bds yar vulnrabl popl assistd maria association offr bds pr yar,intesa,2019,7.917148,7.279452,224,activitis targts rsults,1.4223163015734244e-06
